ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
MC,2020-07-31,52,52,0,0,0
MD,2020-07-31,578,578,0,0,0
ML,2020-07-31,0,0,0,0,0
NC,2020-07-31,72,72,0,0,0
PV,2020-07-31,183,183,0,0,0
RI,2020-07-31,7,7,0,0,0
VC,2020-07-31,205,205,0,0,0
AN,2020-08-01,220,220,0,0,0
AR,2020-08-01,839,836,0,0,3
AS,2020-08-01,17,17,0,0,0
CB,2020-08-01,35,34,0,0,1
CE,2020-08-01,0,0,0,0,0
CL,2020-08-01,80,80,0,0,0
CM,2020-08-01,55,55,0,0,0
CN,2020-08-01,30,30,0,0,0
CT,2020-08-01,694,693,0,1,0
EX,2020-08-01,18,18,0,0,0
GA,2020-08-01,39,39,0,0,0
IB,2020-08-01,107,107,0,0,0
MC,2020-08-01,67,67,0,0,0
MD,2020-08-01,731,731,0,0,0
ML,2020-08-01,8,8,0,0,0
NC,2020-08-01,88,88,0,0,0
PV,2020-08-01,216,216,0,0,0
RI,2020-08-01,3,3,0,0,0
VC,2020-08-01,222,222,0,0,0
AN,2020-08-02,209,209,0,0,0
AR,2020-08-02,442,439,0,0,3
AS,2020-08-02,11,11,0,0,0
CB,2020-08-02,22,22,0,0,0
CE,2020-08-02,0,0,0,0,0
CL,2020-08-02,79,79,0,0,0
CM,2020-08-02,59,59,0,0,0
CN,2020-08-02,28,28,0,0,0
CT,2020-08-02,445,445,0,0,0
EX,2020-08-02,21,21,0,0,0
GA,2020-08-02,26,26,0,0,0
IB,2020-08-02,94,93,0,0,1
MC,2020-08-02,58,58,0,0,0
MD,2020-08-02,687,687,0,0,0
ML,2020-08-02,4,4,0,0,0
NC,2020-08-02,83,83,0,0,0
PV,2020-08-02,304,304,0,0,0
RI,2020-08-02,4,4,0,0,0
VC,2020-08-02,172,172,0,0,0
AN,2020-08-03,245,245,0,0,0
AR,2020-08-03,449,446,0,0,3
AS,2020-08-03,11,11,0,0,0
CB,2020-08-03,40,40,0,0,0
CE,2020-08-03,0,0,0,0,0
CL,2020-08-03,100,100,0,0,0
CM,2020-08-03,75,75,0,0,0
CN,2020-08-03,32,32,0,0,0
CT,2020-08-03,843,843,0,0,0
EX,2020-08-03,19,19,0,0,0
GA,2020-08-03,57,57,0,0,0
IB,2020-08-03,140,139,0,0,1
MC,2020-08-03,72,72,0,0,0
MD,2020-08-03,1031,1031,0,0,0
ML,2020-08-03,4,4,0,0,0
NC,2020-08-03,106,106,0,0,0
PV,2020-08-03,405,405,0,0,0
RI,2020-08-03,9,8,0,1,0
VC,2020-08-03,226,226,0,0,0
AN,2020-08-04,249,249,0,0,0
AR,2020-08-04,522,516,0,0,6
AS,2020-08-04,15,15,0,0,0
CB,2020-08-04,48,48,0,0,0
CE,2020-08-04,0,0,0,0,0
CL,2020-08-04,207,207,0,0,0
CM,2020-08-04,97,97,0,0,0
CN,2020-08-04,54,54,0,0,0
CT,2020-08-04,956,954,0,2,0
EX,2020-08-04,15,15,0,0,0
GA,2020-08-04,50,50,0,0,0
IB,2020-08-04,166,164,0,0,2
MC,2020-08-04,93,93,0,0,0
MD,2020-08-04,1202,1202,0,0,0
ML,2020-08-04,5,5,0,0,0
NC,2020-08-04,85,85,0,0,0
PV,2020-08-04,364,364,0,0,0
RI,2020-08-04,7,7,0,0,0
VC,2020-08-04,284,284,0,0,0
AN,2020-08-05,328,328,0,0,0
AR,2020-08-05,421,413,0,0,8
AS,2020-08-05,42,42,0,0,0
CB,2020-08-05,30,30,0,0,0
CE,2020-08-05,0,0,0,0,0
CL,2020-08-05,207,207,0,0,0
CM,2020-08-05,93,93,0,0,0
CN,2020-08-05,65,65,0,0,0
CT,2020-08-05,931,929,0,2,0
EX,2020-08-05,34,34,0,0,0
GA,2020-08-05,38,38,0,0,0
IB,2020-08-05,152,149,0,0,3
MC,2020-08-05,61,61,0,0,0
MD,2020-08-05,952,952,0,0,0
ML,2020-08-05,1,1,0,0,0
NC,2020-08-05,82,82,0,0,0
PV,2020-08-05,365,365,0,0,0
RI,2020-08-05,27,27,0,0,0
VC,2020-08-05,296,296,0,0,0
AN,2020-08-06,342,342,0,0,0
AR,2020-08-06,501,496,0,0,5
AS,2020-08-06,38,38,0,0,0
CB,2020-08-06,45,45,0,0,0
CE,2020-08-06,1,1,0,0,0
CL,2020-08-06,164,164,0,0,0
CM,2020-08-06,115,115,0,0,0
CN,2020-08-06,74,74,0,0,0
CT,2020-08-06,868,866,0,2,0
EX,2020-08-06,33,33,0,0,0
GA,2020-08-06,101,101,0,0,0
IB,2020-08-06,158,153,0,0,5
MC,2020-08-06,60,60,0,0,0
MD,2020-08-06,870,870,0,0,0
ML,2020-08-06,2,2,0,0,0
NC,2020-08-06,86,86,0,0,0
PV,2020-08-06,343,343,0,0,0
RI,2020-08-06,15,15,0,0,0
VC,2020-08-06,256,256,0,0,0
AN,2020-08-07,397,397,0,0,0
AR,2020-08-07,546,540,0,0,6
AS,2020-08-07,31,31,0,0,0
CB,2020-08-07,43,43,0,0,0
CE,2020-08-07,1,1,0,0,0
CL,2020-08-07,250,249,0,1,0
CM,2020-08-07,109,109,0,0,0
CN,2020-08-07,61,61,0,0,0
CT,2020-08-07,1011,1009,0,2,0
EX,2020-08-07,46,46,0,0,0
GA,2020-08-07,115,115,0,0,0
IB,2020-08-07,176,169,0,0,7
MC,2020-08-07,103,103,0,0,0
MD,2020-08-07,1158,1158,0,0,0
ML,2020-08-07,6,5,0,0,1
NC,2020-08-07,113,113,0,0,0
PV,2020-08-07,263,263,0,0,0
RI,2020-08-07,20,19,0,0,1
VC,2020-08-07,270,270,0,0,0
AN,2020-08-08,361,361,0,0,0
AR,2020-08-08,495,491,0,0,4
AS,2020-08-08,22,22,0,0,0
CB,2020-08-08,42,42,0,0,0
CE,2020-08-08,0,0,0,0,0
CL,2020-08-08,164,164,0,0,0
CM,2020-08-08,128,128,0,0,0
CN,2020-08-08,64,64,0,0,0
CT,2020-08-08,614,614,0,0,0
EX,2020-08-08,19,19,0,0,0
GA,2020-08-08,79,79,0,0,0
IB,2020-08-08,171,159,0,0,12
MC,2020-08-08,78,78,0,0,0
MD,2020-08-08,1312,1312,0,0,0
ML,2020-08-08,3,3,0,0,0
NC,2020-08-08,91,91,0,0,0
PV,2020-08-08,318,318,0,0,0
RI,2020-08-08,13,13,0,0,0
VC,2020-08-08,253,253,0,0,0
AN,2020-08-09,275,275,0,0,0
AR,2020-08-09,290,277,0,0,13
AS,2020-08-09,19,19,0,0,0
CB,2020-08-09,27,27,0,0,0
CE,2020-08-09,1,1,0,0,0
CL,2020-08-09,284,284,0,0,0
CM,2020-08-09,103,103,0,0,0
CN,2020-08-09,79,79,0,0,0
CT,2020-08-09,434,434,0,0,0
EX,2020-08-09,10,10,0,0,0
GA,2020-08-09,61,61,0,0,0
IB,2020-08-09,149,147,0,0,2
MC,2020-08-09,75,75,0,0,0
MD,2020-08-09,1253,1253,0,0,0
ML,2020-08-09,5,5,0,0,0
NC,2020-08-09,115,115,0,0,0
PV,2020-08-09,548,548,0,0,0
RI,2020-08-09,21,21,0,0,0
VC,2020-08-09,193,193,0,0,0
AN,2020-08-10,366,366,0,0,0
AR,2020-08-10,532,521,0,1,10
AS,2020-08-10,15,15,0,0,0
CB,2020-08-10,39,39,0,0,0
CE,2020-08-10,1,1,0,0,0
CL,2020-08-10,190,190,0,0,0
CM,2020-08-10,152,152,0,0,0
CN,2020-08-10,122,122,0,0,0
CT,2020-08-10,914,912,0,2,0
EX,2020-08-10,26,26,0,0,0
GA,2020-08-10,103,103,0,0,0
IB,2020-08-10,247,247,0,0,0
MC,2020-08-10,88,88,0,0,0
MD,2020-08-10,1792,1792,0,0,0
ML,2020-08-10,13,12,0,0,1
NC,2020-08-10,92,92,0,0,0
PV,2020-08-10,500,500,0,0,0
RI,2020-08-10,50,50,0,0,0
VC,2020-08-10,278,278,0,0,0
AN,2020-08-11,385,385,0,0,0
AR,2020-08-11,342,330,0,0,12
AS,2020-08-11,26,26,0,0,0
CB,2020-08-11,73,73,0,0,0
CE,2020-08-11,3,3,0,0,0
CL,2020-08-11,234,233,0,0,1
CM,2020-08-11,164,164,0,0,0
CN,2020-08-11,123,123,0,0,0
CT,2020-08-11,818,815,0,3,0
EX,2020-08-11,34,34,0,0,0
GA,2020-08-11,111,111,0,0,0
IB,2020-08-11,182,182,0,0,0
MC,2020-08-11,94,94,0,0,0
MD,2020-08-11,2428,2428,0,0,0
ML,2020-08-11,6,4,0,0,2
NC,2020-08-11,117,117,0,0,0
PV,2020-08-11,530,530,0,0,0
RI,2020-08-11,74,74,0,0,0
VC,2020-08-11,271,271,0,0,0
AN,2020-08-12,403,403,0,0,0
AR,2020-08-12,417,400,0,0,17
AS,2020-08-12,45,45,0,0,0
CB,2020-08-12,45,45,0,0,0
CE,2020-08-12,2,2,0,0,0
CL,2020-08-12,288,288,0,0,0
CM,2020-08-12,163,163,0,0,0
CN,2020-08-12,141,141,0,0,0
CT,2020-08-12,851,850,0,1,0
EX,2020-08-12,71,71,0,0,0
GA,2020-08-12,141,141,0,0,0
IB,2020-08-12,193,193,0,0,0
MC,2020-08-12,95,95,0,0,0
MD,2020-08-12,1354,1354,0,0,0
ML,2020-08-12,8,8,0,0,0
NC,2020-08-12,88,88,0,0,0
PV,2020-08-12,584,584,0,0,0
RI,2020-08-12,56,55,0,0,1
VC,2020-08-12,297,297,0,0,0
AN,2020-08-13,431,431,0,0,0
AR,2020-08-13,401,372,0,0,29
AS,2020-08-13,26,26,0,0,0
CB,2020-08-13,40,40,0,0,0
CE,2020-08-13,4,4,0,0,0
CL,2020-08-13,266,266,0,0,0
CM,2020-08-13,176,176,0,0,0
CN,2020-08-13,94,93,0,0,1
CT,2020-08-13,833,832,0,0,1
EX,2020-08-13,66,66,0,0,0
GA,2020-08-13,118,118,0,0,0
IB,2020-08-13,185,185,0,0,0
MC,2020-08-13,121,121,0,0,0
MD,2020-08-13,1015,1015,0,0,0
ML,2020-08-13,0,0,0,0,0
NC,2020-08-13,83,83,0,0,0
PV,2020-08-13,347,347,0,0,0
RI,2020-08-13,54,54,0,0,0
VC,2020-08-13,270,270,0,0,0
AN,2020-08-14,470,470,0,0,0
AR,2020-08-14,372,345,0,1,26
AS,2020-08-14,19,19,0,0,0
CB,2020-08-14,49,49,0,0,0
CE,2020-08-14,7,7,0,0,0
CL,2020-08-14,312,312,0,0,0
CM,2020-08-14,125,125,0,0,0
CN,2020-08-14,103,102,0,0,1
CT,2020-08-14,868,866,0,2,0
EX,2020-08-14,42,42,0,0,0
GA,2020-08-14,140,140,0,0,0
IB,2020-08-14,120,120,0,0,0
MC,2020-08-14,78,78,0,0,0
MD,2020-08-14,1290,1290,0,0,0
ML,2020-08-14,2,2,0,0,0
NC,2020-08-14,71,71,0,0,0
PV,2020-08-14,285,285,0,0,0
RI,2020-08-14,47,47,0,0,0
VC,2020-08-14,300,300,0,0,0
AN,2020-08-15,414,414,0,0,0
AR,2020-08-15,278,250,0,0,28
AS,2020-08-15,21,21,0,0,0
CB,2020-08-15,34,34,0,0,0
CE,2020-08-15,5,5,0,0,0
CL,2020-08-15,237,237,0,0,0
CM,2020-08-15,103,103,0,0,0
CN,2020-08-15,112,108,0,0,4
CT,2020-08-15,460,460,0,0,0
EX,2020-08-15,22,22,0,0,0
GA,2020-08-15,161,161,0,0,0
IB,2020-08-15,41,41,0,0,0
MC,2020-08-15,75,75,0,0,0
MD,2020-08-15,2173,2173,0,0,0
ML,2020-08-15,6,6,0,0,0
NC,2020-08-15,110,110,0,0,0
PV,2020-08-15,480,480,0,0,0
RI,2020-08-15,38,38,0,0,0
VC,2020-08-15,220,220,0,0,0
AN,2020-08-16,269,269,0,0,0
AR,2020-08-16,247,226,0,0,21
AS,2020-08-16,22,22,0,0,0
CB,2020-08-16,40,40,0,0,0
CE,2020-08-16,1,1,0,0,0
CL,2020-08-16,190,190,0,0,0
CM,2020-08-16,45,45,0,0,0
CN,2020-08-16,75,74,0,0,1
CT,2020-08-16,330,330,0,0,0
EX,2020-08-16,36,36,0,0,0
GA,2020-08-16,92,92,0,0,0
IB,2020-08-16,13,13,0,0,0
MC,2020-08-16,32,32,0,0,0
MD,2020-08-16,1228,1228,0,0,0
ML,2020-08-16,1,1,0,0,0
NC,2020-08-16,55,55,0,0,0
PV,2020-08-16,549,549,0,0,0
RI,2020-08-16,34,33,0,0,1
VC,2020-08-16,111,111,0,0,0
